Frame,UnityTime,StopwatchTime,TrialID,Event,Code
35367,592.5831,592.074413,87,SampleOff,3
35402,593.1667,592.658114,87,DistractorOn,4
35431,593.6496,593.140969,87,DistractorOff,5
35556,595.7335,595.224896,87,TargetOn,6
35561,595.8168,595.308142,87,Choice,7
35655,597.3832,596.874506,88,TrialOn,1
35719,598.4504,597.941788,88,SampleOn,2
35749,598.9504,598.441713,88,SampleOff,3
35784,599.5339,599.025197,88,DistractorOn,4
35813,600.0172,599.508559,88,DistractorOff,5
35938,602.1008,601.592089,88,TargetOn,6
35944,602.2007,601.692119,88,Choice,7
36038,603.7673,603.258615,89,TrialOn,1
36102,604.8343,604.325635,89,SampleOn,2
36131,605.3178,604.809133,89,SampleOff,3
36166,605.9011,605.392419,89,DistractorOn,4
36195,606.3845,605.875892,89,DistractorOff,5
36320,608.4679,607.959239,89,TargetOn,6
36325,608.5513,608.042601,89,Choice,7
36419,610.1179,609.609243,90,TrialOn,1
36483,611.1851,610.676406,90,SampleOn,2
36512,611.6682,611.159516,90,SampleOff,3
36547,612.2518,611.743142,90,DistractorOn,4
36576,612.7357,612.226974,90,DistractorOff,5
36701,614.819,614.310391,90,TargetOn,6
36707,614.9188,614.410175,90,Choice,7
36801,616.4852,615.9766,91,TrialOn,1
36865,617.5524,617.043798,91,SampleOn,2
36894,618.0356,617.526911,91,SampleOff,3
36929,618.6191,618.110449,91,DistractorOn,4
36959,619.1191,618.6105,91,DistractorOff,5
37084,621.2027,620.694062,91,TargetOn,6
37090,621.3027,620.794038,91,Choice,7
37184,622.8691,622.360423,92,TrialOn,1
37248,623.9366,623.428013,92,SampleOn,2
37278,624.4364,623.927723,92,SampleOff,3
37313,625.0197,624.511081,92,DistractorOn,4
37342,625.5031,624.994399,92,DistractorOff,5
37467,627.5873,627.0787,92,TargetOn,6
37473,627.6875,627.178834,92,Choice,7
37567,629.2532,628.744599,93,TrialOn,1
37631,630.3202,629.811533,93,SampleOn,2
37660,630.8036,630.294988,93,SampleOff,3
37695,631.3868,630.878112,93,DistractorOn,4
37724,631.8704,631.361717,93,DistractorOff,5
37849,633.954,633.445416,93,TargetOn,6
37855,634.054,633.545295,93,Choice,7
37949,635.6205,635.111814,94,TrialOn,1
38013,636.6875,636.178863,94,SampleOn,2
38043,637.1876,636.678972,94,SampleOff,3
38079,637.7875,637.278825,94,DistractorOn,4
38109,638.2875,637.778896,94,DistractorOff,5
38234,640.3713,639.862623,94,TargetOn,6
38240,640.4713,639.96265,94,Choice,7
38334,642.0378,641.529216,95,TrialOn,1
38398,643.105,642.59639,95,SampleOn,2
38427,643.5881,643.079395,95,SampleOff,3
38462,644.1721,643.663389,95,DistractorOn,4
38492,644.6718,644.163161,95,DistractorOff,5
38617,646.7552,646.24652,95,TargetOn,6
38623,646.8552,646.34648,95,Choice,7
38717,648.4218,647.913099,96,TrialOn,1
38781,649.4886,648.979938,96,SampleOn,2
38810,649.9722,649.463524,96,SampleOff,3
38845,650.5564,650.04774,96,DistractorOn,4
38874,651.039,650.53037,96,DistractorOff,5
38999,653.1225,652.613848,96,TargetOn,6
39004,653.2061,652.697462,96,Choice,7
39098,654.7723,654.263671,97,TrialOn,1
39163,655.8562,655.347531,97,SampleOn,2
39192,656.3395,655.830795,97,SampleOff,3
39227,656.923,656.414369,97,DistractorOn,4
39256,657.4066,656.897891,97,DistractorOff,5
39381,659.49,658.98135,97,TargetOn,6
39386,659.5732,659.064601,97,Choice,7
39480,661.1397,660.631054,98,TrialOn,1
39544,662.2065,661.6979,98,SampleOn,2
39574,662.7067,662.198031,98,SampleOff,3
39609,663.2906,662.781946,98,DistractorOn,4
39638,663.7736,663.26492,98,DistractorOff,5
39763,665.8572,665.348527,98,TargetOn,6
39769,665.9572,665.448579,98,Choice,7
39863,667.5237,667.015064,99,TrialOn,1
39927,668.5911,668.082449,99,SampleOn,2
39956,669.0744,668.565724,99,SampleOff,3
39991,669.6578,669.149133,99,DistractorOn,4
40020,670.141,669.63231,99,DistractorOff,5
40145,672.2249,671.716221,99,TargetOn,6
40151,672.3246,671.81596,99,Choice,7
40245,673.8909,673.382261,100,TrialOn,1
40309,674.9581,674.449415,100,SampleOn,2
40338,675.4418,674.933097,100,SampleOff,3
40374,676.0417,675.533064,100,DistractorOn,4
40403,676.525,676.016344,100,DistractorOff,5
40528,678.6084,678.09977,100,TargetOn,6
40533,678.6917,678.183043,100,Choice,7
40627,680.2582,679.749582,101,TrialOn,1
40691,681.3255,680.816817,101,SampleOn,2
40720,681.8085,681.299892,101,SampleOff,3
40755,682.3928,681.884109,101,DistractorOn,4
40784,682.8754,682.366752,101,DistractorOff,5
40909,684.9594,684.450718,101,TargetOn,6
40915,685.0591,684.550457,101,Choice,7
41009,686.626,686.11737,102,TrialOn,1
41073,687.693,687.184321,102,SampleOn,2
41103,688.193,687.684323,102,SampleOff,3
41139,688.7928,688.284144,102,DistractorOn,4
41168,689.2762,688.767548,102,DistractorOff,5
41293,691.36,690.851374,102,TargetOn,6
41299,691.4597,690.951069,102,Choice,7
41393,693.0266,692.517892,103,TrialOn,1
41457,694.0935,693.584861,103,SampleOn,2
41486,694.5767,694.068028,103,SampleOff,3
41521,695.1602,694.651515,103,DistractorOn,4
41550,695.6437,695.13508,103,DistractorOff,5
41675,697.727,697.218306,103,TargetOn,6
41681,697.8268,697.318216,103,Choice,7
41775,699.3934,698.884766,104,TrialOn,1
41839,700.4611,699.952402,104,SampleOn,2
41868,700.944,700.435319,104,SampleOff,3
41903,701.5273,701.018664,104,DistractorOn,4
41932,702.0108,701.502172,104,DistractorOff,5
42057,704.0943,703.585645,104,TargetOn,6
42062,704.1776,703.668961,104,Choice,7
42156,705.7442,705.235579,105,TrialOn,1
42220,706.8112,706.302581,105,SampleOn,2
42250,707.3115,706.802839,105,SampleOff,3
42286,707.9118,707.403133,105,DistractorOn,4
42316,708.4115,707.902849,105,DistractorOff,5
42442,710.512,710.003354,105,TargetOn,6
42448,710.6117,710.10306,105,Choice,7
42542,712.1784,711.669767,106,TrialOn,1
42606,713.2461,712.737433,106,SampleOn,2
42635,713.7285,713.219878,106,SampleOff,3
42670,714.3121,713.803409,106,DistractorOn,4
42699,714.796,714.287378,106,DistractorOff,5
42824,716.8792,716.370497,106,TargetOn,6
42830,716.979,716.470342,106,Choice,7
42924,718.5455,718.036907,107,TrialOn,1
42988,719.6126,719.103954,107,SampleOn,2
43017,720.096,719.587326,107,SampleOff,3
43052,720.6801,720.171405,107,DistractorOn,4
43081,721.1628,720.654216,107,DistractorOff,5
43206,723.2463,722.737633,107,TargetOn,6
43212,723.3461,722.837436,107,Choice,7
43308,724.946,724.437393,108,TrialOn,1
43372,726.0138,725.505111,108,SampleOn,2
43402,726.5134,726.004778,108,SampleOff,3
43438,727.1138,726.605085,108,DistractorOn,4
43467,727.597,727.088412,108,DistractorOff,5
43592,729.6804,729.171679,108,TargetOn,6
43598,729.7803,729.271595,108,Choice,7
43692,731.3468,730.838161,109,TrialOn,1
43756,732.414,731.905324,109,SampleOn,2
43785,732.8974,732.388747,109,SampleOff,3
43820,733.4808,732.97217,109,DistractorOn,4
43850,733.9807,733.472045,109,DistractorOff,5
43975,736.0647,735.55603,109,TargetOn,6
43981,736.1643,735.655675,109,Choice,7
44075,737.7307,737.222067,110,TrialOn,1
44139,738.7979,738.289198,110,SampleOn,2
44168,739.2813,738.772612,110,SampleOff,3
44203,739.8653,739.356656,110,DistractorOn,4
44232,740.3479,739.839228,110,DistractorOff,5
44357,742.4321,741.923479,110,TargetOn,6
44362,742.5151,742.006403,110,Choice,7
44456,744.0815,743.572807,111,TrialOn,1
44520,745.1487,744.640051,111,SampleOn,2
44550,745.6484,745.139726,111,SampleOff,3
44585,746.2321,745.723378,111,DistractorOn,4
44615,746.7321,746.223479,111,DistractorOff,5
44740,748.8156,748.306935,111,TargetOn,6
44746,748.9155,748.406813,111,Choice,7
44840,750.482,749.973353,112,TrialOn,1
44904,751.5491,751.040508,112,SampleOn,2
44933,752.0329,751.52426,112,SampleOff,3
44968,752.6163,752.10759,112,DistractorOn,4
44998,753.116,752.607324,112,DistractorOff,5
45123,755.1996,754.690944,112,TargetOn,6
45129,755.2996,754.79099,112,Choice,7
45223,756.8661,756.357411,113,TrialOn,1
45287,757.9332,757.424538,113,SampleOn,2
45317,758.4337,757.924982,113,SampleOff,3
45352,759.0167,758.507983,113,DistractorOn,4
45381,759.5005,758.991869,113,DistractorOff,5
45506,761.5838,761.075137,113,TargetOn,6
45512,761.6835,761.174868,113,Choice,7
45606,763.2499,762.741304,114,TrialOn,1
45670,764.3171,763.808491,114,SampleOn,2
45699,764.8005,764.29189,114,SampleOff,3
45734,765.384,764.875333,114,DistractorOn,4
45764,765.8839,765.375278,114,DistractorOff,5
45889,767.9673,767.458642,114,TargetOn,6
45895,768.0679,767.559296,114,Choice,7
45989,769.634,769.125389,115,TrialOn,1
46053,770.7014,770.192778,115,SampleOn,2
46082,771.185,770.676372,115,SampleOff,3
46117,771.7679,771.259309,115,DistractorOn,4
46146,772.2512,771.742594,115,DistractorOff,5
46271,774.3349,773.826268,115,TargetOn,6
46277,774.4348,773.926181,115,Choice,7
46372,776.0179,775.509222,116,TrialOn,1
46436,777.0854,776.576824,116,SampleOn,2
46465,777.5684,777.059684,116,SampleOff,3
46501,778.1691,777.660429,116,DistractorOn,4
46531,778.6691,778.160406,116,DistractorOff,5
46656,780.7522,780.243557,116,TargetOn,6
46662,780.8525,780.343811,116,Choice,7
46756,782.4186,781.910001,117,TrialOn,1
46820,783.486,782.977304,117,SampleOn,2
46849,783.969,783.460347,117,SampleOff,3
46885,784.569,784.060289,117,DistractorOn,4
46914,785.0524,784.543793,117,DistractorOff,5
47039,787.136,786.627336,117,TargetOn,6
47045,787.2361,786.727413,117,Choice,7
47139,788.8026,788.293897,118,TrialOn,1
47203,789.8696,789.36095,118,SampleOn,2
47232,790.353,789.844389,118,SampleOff,3
47267,790.9364,790.427768,118,DistractorOn,4
47297,791.4365,790.927872,118,DistractorOff,5
47422,793.5201,793.011489,118,TargetOn,6
47427,793.6034,793.094751,118,Choice,7
47521,795.1699,794.661289,119,TrialOn,1
47585,796.2371,795.728407,119,SampleOn,2
47614,796.7208,796.212129,119,SampleOff,3
47649,797.3042,796.795517,119,DistractorOn,4
47678,797.7872,797.278571,119,DistractorOff,5
47803,799.8719,799.363284,119,TargetOn,6
47809,799.9706,799.461979,119,Choice,7
47903,801.5377,801.029046,120,TrialOn,1
47967,802.6044,802.095693,120,SampleOn,2
47996,803.0875,802.57886,120,SampleOff,3
48032,803.6876,803.178988,120,DistractorOn,4
48061,804.1713,803.66263,120,DistractorOff,5
48186,806.2549,805.746252,120,TargetOn,6
48192,806.3553,805.846605,120,Choice,7
48286,807.9213,807.412632,121,TrialOn,1
48350,808.9882,808.479522,121,SampleOn,2
48379,809.4716,808.962972,121,SampleOff,3
48414,810.0552,809.546562,121,DistractorOn,4
48444,810.5552,810.046519,121,DistractorOff,5
48570,812.6555,812.146776,121,TargetOn,6
48576,812.7552,812.246598,121,Choice,7
48671,814.3386,813.829879,122,TrialOn,1
48735,815.4069,814.898295,122,SampleOn,2
48764,815.8889,815.380202,122,SampleOff,3
48799,816.4725,815.963791,122,DistractorOn,4
48828,816.9557,816.447106,122,DistractorOff,5
48953,819.0394,818.530703,122,TargetOn,6
48959,819.1396,818.630938,122,Choice,7
49054,820.7225,820.213801,123,TrialOn,1
49118,821.7896,821.280892,123,SampleOn,2
49147,822.2732,821.764546,123,SampleOff,3
49182,822.8569,822.348266,123,DistractorOn,4
49211,823.34,822.831294,123,DistractorOff,5
49336,825.4236,824.914946,123,TargetOn,6
49342,825.5235,825.014837,123,Choice,7
49436,827.0899,826.581222,124,TrialOn,1
49500,828.1569,827.64829,124,SampleOn,2
49530,828.657,828.148342,124,SampleOff,3
49565,829.2407,828.732087,124,DistractorOn,4
49594,829.724,829.215363,124,DistractorOff,5
49719,831.8071,831.298438,124,TargetOn,6
49724,831.8906,831.381922,124,Choice,7
49818,833.4576,832.948898,125,TrialOn,1
49882,834.5244,834.015698,125,SampleOn,2
49912,835.0246,834.51593,125,SampleOff,3
49947,835.6077,835.099029,125,DistractorOn,4
49976,836.0912,835.582552,125,DistractorOff,5
50101,838.1747,837.666018,125,TargetOn,6
50107,838.2747,837.76605,125,Choice,7
50201,839.8411,839.332405,126,TrialOn,1
50265,840.9081,840.39943,126,SampleOn,2
50294,841.3917,840.883025,126,SampleOff,3
50329,841.9753,841.466716,126,DistractorOn,4
50358,842.4583,841.94967,126,DistractorOff,5
50483,844.5422,844.033511,126,TargetOn,6
50489,844.6419,844.133271,126,Choice,7
50583,846.2087,845.700088,127,TrialOn,1
50647,847.2755,846.76685,127,SampleOn,2
50676,847.7589,847.250287,127,SampleOff,3
50711,848.3422,847.833588,127,DistractorOn,4
50740,848.8257,848.317015,127,DistractorOff,5
50865,850.9092,850.400616,127,TargetOn,6
50871,851.0092,850.500545,127,Choice,7
50967,852.6091,852.100441,128,TrialOn,1
51031,853.6763,853.167598,128,SampleOn,2
51060,854.1595,853.650919,128,SampleOff,3
51095,854.743,854.234395,128,DistractorOn,4
51124,855.2263,854.717648,128,DistractorOff,5
51249,857.3102,856.801506,128,TargetOn,6
51255,857.4099,856.901232,128,Choice,7
51349,858.9764,858.467763,129,TrialOn,1
51413,860.0436,859.534933,129,SampleOn,2
51442,860.5267,860.018065,129,SampleOff,3
51477,861.1102,860.601575,129,DistractorOn,4
51506,861.5938,861.08508,129,DistractorOff,5
51631,863.6776,863.168971,129,TargetOn,6
51637,863.7771,863.268419,129,Choice,7
51731,865.3438,864.835072,130,TrialOn,1
51795,866.4114,865.902713,130,SampleOn,2
51824,866.8942,866.385519,130,SampleOff,3
51859,867.4775,866.968865,130,DistractorOn,4
51888,867.961,867.452343,130,DistractorOff,5
52013,870.0444,869.535805,130,TargetOn,6
52019,870.1445,869.635897,130,Choice,7
52113,871.7111,871.202398,131,TrialOn,1
52177,872.7781,872.269488,131,SampleOn,2
52206,873.2615,872.752907,131,SampleOff,3
52241,873.845,873.336311,131,DistractorOn,4
52270,874.3281,873.819485,131,DistractorOff,5
52395,876.4121,875.903484,131,TargetOn,6
52401,876.5122,876.003523,131,Choice,7
52496,878.095,877.586389,132,TrialOn,1
52560,879.1623,878.653644,132,SampleOn,2
52589,879.6457,879.137036,132,SampleOff,3
52624,880.2288,879.720186,132,DistractorOn,4
52653,880.7122,880.203564,132,DistractorOff,5
52778,882.7963,882.287606,132,TargetOn,6
52784,882.896,882.387327,132,Choice,7
52878,884.4623,883.953705,133,TrialOn,1
52942,885.5298,885.021162,133,SampleOn,2
52971,886.0128,885.50416,133,SampleOff,3
53006,886.5963,886.087627,133,DistractorOn,4
53035,887.0796,886.570953,133,DistractorOff,5
53160,889.1635,888.65485,133,TargetOn,6
53166,889.2631,888.754495,133,Choice,7
53260,890.8295,890.320884,134,TrialOn,1
53324,891.8968,891.388141,134,SampleOn,2
53353,892.3802,891.871542,134,SampleOff,3
53388,892.9637,892.455029,134,DistractorOn,4
53417,893.4467,892.938038,134,DistractorOff,5
53542,895.5306,895.021989,134,TargetOn,6
53547,895.6137,895.105047,134,Choice,7
53641,897.1804,896.671727,135,TrialOn,1
53705,898.2474,897.738748,135,SampleOn,2
53734,898.7312,898.222578,135,SampleOff,3
53769,899.3145,898.805795,135,DistractorOn,4
53798,899.7979,899.289279,135,DistractorOff,5
53923,901.8811,901.372443,135,TargetOn,6
53929,901.9811,901.472504,135,Choice,7
54024,903.5644,903.055764,136,TrialOn,1
54088,904.6314,904.122752,136,SampleOn,2
54117,905.1147,904.606047,136,SampleOff,3
54152,905.6984,905.1898,136,DistractorOn,4
54181,906.1818,905.673193,136,DistractorOff,5
54306,908.2659,907.757189,136,TargetOn,6
54311,908.3484,907.83975,136,Choice,7
54405,909.915,909.406347,137,TrialOn,1
54469,910.9824,910.473753,137,SampleOn,2
54498,911.466,910.95735,137,SampleOff,3
54533,912.0489,911.540264,137,DistractorOn,4
54562,912.5322,912.023566,137,DistractorOff,5
54687,914.6159,914.107251,137,TargetOn,6
54693,914.7156,914.206975,137,Choice,7
54787,916.2823,915.773621,138,TrialOn,1
54851,917.3494,916.840767,138,SampleOn,2
54880,917.8329,917.324283,138,SampleOff,3
54915,918.4163,917.907654,138,DistractorOn,4
54944,918.8994,918.390788,138,DistractorOff,5
55069,920.9841,920.475424,138,TargetOn,6
55075,921.0832,920.574552,138,Choice,7
55169,922.6495,922.140819,139,TrialOn,1
55233,923.7171,923.208442,139,SampleOn,2
55263,924.2169,923.708266,139,SampleOff,3
55298,924.8004,924.291692,139,DistractorOn,4
55327,925.2836,924.774968,139,DistractorOff,5
55452,927.367,926.858326,139,TargetOn,6
55458,927.467,926.958317,139,Choice,7
55552,929.0334,928.524772,140,TrialOn,1
55616,930.1009,929.592216,140,SampleOn,2
55645,930.5839,930.075282,140,SampleOff,3
55681,931.1845,930.675835,140,DistractorOn,4
55710,931.6674,931.158701,140,DistractorOff,5
55835,933.7515,933.24279,140,TargetOn,6
55841,933.8513,933.342653,140,Choice,7
55935,935.4175,934.908868,141,TrialOn,1
56000,936.5013,935.992613,141,SampleOn,2
56030,937.0013,936.492636,141,SampleOff,3
56066,937.6019,937.093231,141,DistractorOn,4
56095,938.0848,937.5761,141,DistractorOff,5
56220,940.1685,939.659802,141,TargetOn,6
56226,940.2683,939.75964,141,Choice,7
56320,941.8347,941.326017,142,TrialOn,1
56384,942.9022,942.393588,142,SampleOn,2
56414,943.4021,942.89346,142,SampleOff,3
56450,944.0024,943.493737,142,DistractorOn,4
56480,944.5024,943.993713,142,DistractorOff,5
56606,946.6025,946.093832,142,TargetOn,6
56612,946.703,946.194379,142,Choice,7
56706,948.2688,947.760154,143,TrialOn,1
56770,949.3359,948.82729,143,SampleOn,2
56799,949.8193,949.310671,143,SampleOff,3
56834,950.4029,949.89422,143,DistractorOn,4
56863,950.8864,950.377773,143,DistractorOff,5
56988,952.9694,952.460768,143,TargetOn,6
56993,953.0529,952.544173,143,Choice,7
57087,954.6198,954.111101,144,TrialOn,1
57151,955.687,955.178318,144,SampleOn,2
57180,956.1699,955.661291,144,SampleOff,3
57215,956.7535,956.244862,144,DistractorOn,4
57245,957.2535,956.744909,144,DistractorOff,5
57370,959.3371,958.828427,144,TargetOn,6
57375,959.4202,958.91158,144,Choice,7
57469,960.9866,960.478008,145,TrialOn,1
57533,962.0542,961.545542,145,SampleOn,2
57562,962.5375,962.028793,145,SampleOff,3
57597,963.1209,962.612239,145,DistractorOn,4
57627,963.6212,963.112512,145,DistractorOff,5
57752,965.7045,965.195846,145,TargetOn,6
57758,965.8042,965.295558,145,Choice,7
57852,967.3708,966.862172,146,TrialOn,1
57916,968.4381,967.929458,146,SampleOn,2
57945,968.9213,968.412652,146,SampleOff,3
57980,969.5048,968.996162,146,DistractorOn,4
58009,969.9879,969.47925,146,DistractorOff,5
58134,972.072,971.563396,146,TargetOn,6
58140,972.1732,971.664484,146,Choice,7
58234,973.7379,973.229278,147,TrialOn,1
58298,974.8059,974.297272,147,SampleOn,2
58327,975.2885,974.77988,147,SampleOff,3
58362,975.8719,975.363302,147,DistractorOn,4
58391,976.3553,975.846628,147,DistractorOff,5
58517,978.4556,977.946995,147,TargetOn,6
58523,978.5555,978.046842,147,Choice,7
58619,980.1553,979.64662,148,TrialOn,1
58684,981.2391,980.73043,148,SampleOn,2
58713,981.7225,981.213839,148,SampleOff,3
58748,982.3061,981.797429,148,DistractorOn,4
58777,982.7891,982.280448,148,DistractorOff,5
58902,984.8731,984.364469,148,TargetOn,6
58907,984.9563,984.447622,148,Choice,7
59001,986.5226,986.013936,149,TrialOn,1
59065,987.5898,987.081188,149,SampleOn,2
59094,988.0732,987.56453,149,SampleOff,3
59129,988.6567,988.148034,149,DistractorOn,4
59158,989.1407,988.632011,149,DistractorOff,5
59283,991.2238,990.71513,149,TargetOn,6
59289,991.3236,990.81494,149,Choice,7
59383,992.8903,992.381584,150,TrialOn,1
59447,993.9574,993.448769,150,SampleOn,2
59476,994.4406,993.931971,150,SampleOff,3
59511,995.0244,994.51571,150,DistractorOn,4
59541,995.524,995.015394,150,DistractorOff,5
59666,997.6075,997.09885,150,TargetOn,6
59672,997.7075,997.198784,150,Choice,7
59766,999.274,998.765405,151,TrialOn,1
59830,1000.341,999.832722,151,SampleOn,2
59859,1000.825,1000.316248,151,SampleOff,3
59894,1001.408,1000.899274,151,DistractorOn,4
59924,1001.908,1001.399125,151,DistractorOff,5
60049,1003.991,1003.482761,151,TargetOn,6
60055,1004.092,1003.582908,151,Choice,7
60150,1005.675,1005.165892,152,TrialOn,1
60214,1006.742,1006.233351,152,SampleOn,2
60243,1007.225,1006.716691,152,SampleOff,3
60278,1007.808,1007.299574,152,DistractorOn,4
60307,1008.292,1007.783153,152,DistractorOff,5
60432,1010.376,1009.867294,152,TargetOn,6
60438,1010.476,1009.96694,152,Choice,7
60532,1012.042,1011.533347,153,TrialOn,1
60596,1013.109,1012.600248,153,SampleOn,2
60625,1013.592,1013.083748,153,SampleOff,3
60660,1014.176,1013.667392,153,DistractorOn,4
60690,1014.676,1014.167195,153,DistractorOff,5
60815,1016.76,1016.250902,153,TargetOn,6
60821,1016.859,1016.350559,153,Choice,7
60916,1018.443,1017.933995,154,TrialOn,1
60980,1019.509,1019.000802,154,SampleOn,2
61009,1019.993,1019.484351,154,SampleOff,3
61044,1020.576,1020.067792,154,DistractorOn,4
61074,1021.077,1020.5679,154,DistractorOff,5
61199,1023.16,1022.651722,154,TargetOn,6
61205,1023.26,1022.751598,154,Choice,7
61299,1024.826,1024.317819,155,TrialOn,1
61363,1025.894,1025.385167,155,SampleOn,2
61392,1026.377,1025.868364,155,SampleOff,3
61427,1026.96,1026.451696,155,DistractorOn,4
61456,1027.444,1026.935144,155,DistractorOff,5
61582,1029.545,1029.03594,155,TargetOn,6
61587,1029.627,1029.118762,155,Choice,7
61681,1031.194,1030.685108,156,TrialOn,1
61745,1032.261,1031.752772,156,SampleOn,2
61774,1032.744,1032.235789,156,SampleOff,3
61809,1033.328,1032.819043,156,DistractorOn,4
61838,1033.811,1033.302511,156,DistractorOff,5
61963,1035.895,1035.386541,156,TargetOn,6
61969,1035.995,1035.486195,156,Choice,7
62063,1037.562,1037.0534,157,TrialOn,1
62127,1038.628,1038.11965,157,SampleOn,2
62156,1039.112,1038.602967,157,SampleOff,3
62191,1039.695,1039.186577,157,DistractorOn,4
62221,1040.195,1039.68664,157,DistractorOff,5
62346,1042.28,1041.770967,157,TargetOn,6
62352,1042.379,1041.870469,157,Choice,7
62446,1043.945,1043.436552,158,TrialOn,1
62510,1045.012,1044.503634,158,SampleOn,2
62539,1045.496,1044.986974,158,SampleOff,3
62574,1046.079,1045.570593,158,DistractorOn,4
62603,1046.563,1046.054349,158,DistractorOff,5
62728,1048.646,1048.13768,158,TargetOn,6
62734,1048.746,1048.237288,158,Choice,7
62828,1050.313,1049.803841,159,TrialOn,1
62892,1051.38,1050.870973,159,SampleOn,2
62921,1051.863,1051.354153,159,SampleOff,3
62956,1052.447,1051.937892,159,DistractorOn,4
62985,1052.93,1052.421016,159,DistractorOff,5
63110,1055.013,1054.504557,159,TargetOn,6
63116,1055.113,1054.604631,159,Choice,7
63210,1056.68,1056.171045,160,TrialOn,1
63274,1057.747,1057.238236,160,SampleOn,2
63303,1058.23,1057.721815,160,SampleOff,3
63338,1058.814,1058.305293,160,DistractorOn,4
63367,1059.297,1058.788677,160,DistractorOff,5
63492,1061.381,1060.872359,160,TargetOn,6
63498,1061.481,1060.972,160,Choice,7
63592,1063.047,1062.538756,161,TrialOn,1
63656,1064.115,1063.605897,161,SampleOn,2
63685,1064.598,1064.089103,161,SampleOff,3
63721,1065.198,1064.689297,161,DistractorOn,4
63750,1065.681,1065.172748,161,DistractorOff,5
63875,1067.765,1067.255965,161,TargetOn,6
63880,1067.848,1067.339251,161,Choice,7
63974,1069.415,1068.905965,162,TrialOn,1
64038,1070.482,1069.973004,162,SampleOn,2
64067,1070.965,1070.456203,162,SampleOff,3
64102,1071.548,1071.03943,162,DistractorOn,4
64131,1072.033,1071.524122,162,DistractorOff,5
64256,1074.115,1073.606785,162,TargetOn,6
64262,1074.215,1073.706665,162,Choice,7
64356,1075.782,1075.273352,163,TrialOn,1
64420,1076.849,1076.339911,163,SampleOn,2
64449,1077.333,1076.823897,163,SampleOff,3
64484,1077.916,1077.406946,163,DistractorOn,4
64514,1078.416,1077.906964,163,DistractorOff,5
64639,1080.5,1079.99085,163,TargetOn,6
64645,1080.599,1080.090671,163,Choice,7
64739,1082.166,1081.657188,164,TrialOn,1
64803,1083.233,1082.724373,164,SampleOn,2
64833,1083.733,1083.224587,164,SampleOff,3
64868,1084.316,1083.807687,164,DistractorOn,4
64897,1084.8,1084.291501,164,DistractorOff,5
65022,1086.884,1086.37543,164,TargetOn,6
65028,1086.985,1086.475963,164,Choice,7
65122,1088.55,1088.040915,165,TrialOn,1
65186,1089.617,1089.10813,165,SampleOn,2
65216,1090.117,1089.608086,165,SampleOff,3
65252,1090.717,1090.208278,165,DistractorOn,4
65281,1091.2,1090.691795,165,DistractorOff,5
65406,1093.284,1092.77544,165,TargetOn,6
65412,1093.384,1092.875347,165,Choice,7
65507,1094.967,1094.458211,166,TrialOn,1
65571,1096.035,1095.526028,166,SampleOn,2
65601,1096.535,1096.025848,166,SampleOff,3
65636,1097.117,1096.608755,166,DistractorOn,4
65665,1097.601,1097.092433,166,DistractorOff,5
65790,1099.684,1099.175787,166,TargetOn,6
65796,1099.784,1099.275697,166,Choice,7
65890,1101.351,1100.842201,167,TrialOn,1
65954,1102.418,1101.909473,167,SampleOn,2
65983,1102.901,1102.392741,167,SampleOff,3
66018,1103.486,1102.977643,167,DistractorOn,4
66047,1103.969,1103.460216,167,DistractorOff,5
66172,1106.052,1105.54322,167,TargetOn,6
66178,1106.152,1105.643111,167,Choice,7
66272,1107.718,1107.209618,168,TrialOn,1
66336,1108.786,1108.277132,168,SampleOn,2
66365,1109.269,1108.760145,168,SampleOff,3
66400,1109.853,1109.34383,168,DistractorOn,4
66429,1110.336,1109.827354,168,DistractorOff,5
66554,1112.419,1111.910733,168,TargetOn,6
66559,1112.503,1111.994022,168,Choice,7
66653,1114.069,1113.560192,169,TrialOn,1
66717,1115.136,1114.627371,169,SampleOn,2
66746,1115.619,1115.11071,169,SampleOff,3
66781,1116.203,1115.694574,169,DistractorOn,4
66810,1116.686,1116.177327,169,DistractorOff,5
66935,1118.77,1118.261047,169,TargetOn,6
66940,1118.853,1118.34434,169,Choice,7
67034,1120.42,1119.911042,170,TrialOn,1
67098,1121.487,1120.978399,170,SampleOn,2
67127,1121.97,1121.461216,170,SampleOff,3
67162,1122.554,1122.045306,170,DistractorOn,4
67191,1123.037,1122.528073,170,DistractorOff,5
67316,1125.12,1124.611695,170,TargetOn,6
67322,1125.22,1124.711691,170,Choice,7
67417,1126.804,1126.29498,171,TrialOn,1
67481,1127.871,1127.361945,171,SampleOn,2
67510,1128.354,1127.845331,171,SampleOff,3
67545,1128.938,1128.42954,171,DistractorOn,4
67574,1129.422,1128.913378,171,DistractorOff,5
67699,1131.505,1130.995843,171,TargetOn,6
67705,1131.604,1131.095604,171,Choice,7
67799,1133.171,1132.662322,172,TrialOn,1
67863,1134.238,1133.729178,172,SampleOn,2
67892,1134.722,1134.212874,172,SampleOff,3
67927,1135.305,1134.796557,172,DistractorOn,4
67956,1135.788,1135.279527,172,DistractorOff,5
68081,1137.872,1137.363278,172,TargetOn,6
68087,1137.972,1137.463274,172,Choice,7
68181,1139.538,1139.029389,173,TrialOn,1
68245,1140.606,1140.096898,173,SampleOn,2
